Division,Event,Rider,Horse,Dress Score,Dress Place,XC Jump,XC Elapsed,XC Time,To Date Score,To Date Place,Stad Jump,Stad Time,Final Score,Final Place
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Hannah Hubsch,Bethel Park,28.10,1,8.00,0.00,36.10,3,0.00,5:48,1.60,37.70,1
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Tori Nuckols,Osborne 9,33.10,4,0.00,0.00,33.10,2,0.00,6:04,8.00,41.10,2
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Nilson Da Silva,Cash,38.60,7,4.00,0.00,42.60,7,0.00,5:46,0.80,43.40,3
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Nick Larkin,Cellusana Alex Too,35.70,6,4.00,0.00,39.70,5,0.00,5:54,4.00,43.70,4
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Amy Cobb,FGF Mr. Montificent ,39.00,8,4.00,0.00,43.00,8,0.00,6:01,6.80,49.80,5
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Erin Pullen,Tag,40.30,10,4.00,0.00,44.30,9,0.00,6:00,6.40,50.70,6
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Bennett Camp-Crowder,Sheeran,33.60,5,4.00,0.00,37.60,4,0.00,6:24,16.00,53.60,7
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Nicholas Beshear,Grizzly Peak,39.70,9,16.00,0.40,56.10,11,0.00,6:12,11.20,67.30,8
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Laura VanderVliet,Running Wolfe,42.90,11,12.00,0.00,54.90,10,0.00,6:33,19.60,74.50,9
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Mary Bess Davis,CSF Dassett Decoy,32.80,3,0.00,0.00,32.80,1,40.00,7:10,34.40,107.20,10
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Nilson Da Silva,Giana,32.10,2,8.00,0.00,40.10,6,20.00,0:00,R,R,R
Open Intermediate,Pine Top Thanksgiving H.T.(Nov 2020),Meg Bowers,Keep The Change,48.80,12,32.00,0.00,80.80,12,0.00,0:00,W,W,W
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Heidi White,Captain Fernhill,24.40,1,0.00,0.00,24.40,1,0.00,5:33,5.20,29.60,1
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Daryl Kinney,Moneyball,33.30,3,0.00,0.00,33.30,2,0.00,5:31,4.40,37.70,2
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Katie Cummings,Mr. Brown,37.80,8,4.00,0.00,41.80,7,0.00,5:14,0.00,41.80,3
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Susan Thomas,Excel Star Kate,35.90,5,4.00,0.00,39.90,5,0.00,5:32,4.80,44.70,4
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Virginia  Quarles,Ellorree,47.60,9,0.00,0.40,48.00,8,0.00,5:11,0.00,48.00,5
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Heidi White,FE Lobo,34.60,4,0.00,0.00,34.60,3,0.00,6:09,19.60,54.20,6
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Rachel Miles,Zane,30.70,2,4.00,0.00,34.70,4,20.00,6:05,18.00,72.70,7
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Kylie Cahoon,Philena,36.50,6,12.00,0.00,48.50,9,20.00,5:47,10.80,79.30,8
Open Preliminary,Pine Top Thanksgiving H.T.(Nov 2020),Collyn Smitherman,New Dealer,37.60,7,4.00,0.00,41.60,6,20.00,6:57,38.80,100.40,9
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Elle Choate,Paddrick,30.20,4,0.00,0.00,30.20,2,0.00,5:06,0.00,30.20,1
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Megan Betzel,Valhar,35.00,5,0.00,0.00,35.00,3,0.00,5:22,0.80,35.80,2
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Olivia Dillon,Novelty Act,35.70,6,0.00,0.40,36.10,4,0.00,5:23,1.20,37.30,3
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Chelsey Sawtell,Qualifier,37.80,7,0.00,0.00,37.80,6,0.00,5:29,3.60,41.40,4
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Macie Sykes,Romolo's Friar,41.50,8,0.00,0.00,41.50,8,0.00,5:11,0.00,41.50,5
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Erin Thiel,Your A to Z's,27.00,1,12.00,1.20,40.20,7,0.00,5:26,2.40,42.60,6
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Haley Curry,Fernhill Belmonte Do Cahim,28.70,2-T,0.00,0.00,28.70,1,20.00,6:38,31.20,79.90,7
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Megan Stauch,Full Gallop's Woo Pig Sooie,28.70,2-T,8.00,0.00,36.70,5,60.00,0:00,E,E,E
Preliminary Rider,Pine Top Thanksgiving H.T.(Nov 2020),Tawn Edwards,All of Indy,50.40,9,0.00,0.00,50.40,9,20.00,0:00,R,R,R
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Mary Bess Davis,Imperio Magic ,24.50,1,0.00,0.00,24.50,1,0.00,4:58,0.40,24.90,1
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Waylon Roberts,Fernhill IKandy,25.20,2,0.00,0.00,25.20,2,0.00,4:29,0.00,25.20,2
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Mary Bess Davis,When in Rio,30.20,3,0.00,0.00,30.20,3,0.00,5:01,1.60,31.80,3
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Daryl Kinney,Punch It,32.90,4,0.00,0.00,32.90,4,0.00,4:52,0.00,32.90,4
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Waylon Roberts,RSH Lady Willoughby,35.20,6,4.00,0.00,39.20,6,0.00,4:45,0.00,39.20,5
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Jessie Schwartz,FGF British Fields,40.00,10,0.00,0.00,40.00,7,0.00,4:45,0.00,40.00,6
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Lisbeth Storandt,Nightlife,40.50,11,4.00,0.00,44.50,10,0.00,4:57,0.00,44.50,7
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Rachel Miles,Cooley Nyx,35.00,5,4.00,0.00,39.00,5,0.00,5:34,14.80,53.80,8
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Sarah Lutz,Salute the Nation,39.50,9,4.00,0.00,43.50,9,20.00,5:13,6.40,69.90,9
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Amy Cobb,Swift Journey ,39.10,8,16.00,0.00,55.10,11,40.00,5:57,24.00,119.10,10
Open Training,Pine Top Thanksgiving H.T.(Nov 2020),Susan Thomas,FGF Actively Engaged,38.60,7,4.00,0.00,42.60,8,0.00,0:00,W,W,W
Preliminary / Training,Pine Top Thanksgiving H.T.(Nov 2020),Jenny Caras,Sommersby,25.00,1,0.00,0.00,25.00,1,0.00,4:27,0.40,25.40,1
Preliminary / Training,Pine Top Thanksgiving H.T.(Nov 2020),Leila Cluff-Ryan,Grand Finale,27.00,2,0.00,0.00,27.00,2,0.00,4:47,0.00,27.00,2
Preliminary / Training,Pine Top Thanksgiving H.T.(Nov 2020),Carly Blank,CinderElla,34.80,4,0.00,0.00,34.80,3,0.00,4:47,0.00,34.80,3
Preliminary / Training,Pine Top Thanksgiving H.T.(Nov 2020),Keyanna Farken,Courtly Miss,33.30,3,4.00,0.00,37.30,4,0.00,4:56,0.00,37.30,4
Preliminary / Training,Pine Top Thanksgiving H.T.(Nov 2020),Ashley Goodroe,Chubba,38.00,5,4.00,0.00,42.00,5,20.00,5:23,10.40,72.40,5
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Nicole Kemerling,Modern Man,28.30,1,4.00,0.00,32.30,1,0.00,4:36,0.00,32.30,1
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Solomon Edwards,Urlanmore Beauty,30.70,2,4.00,0.00,34.70,2,0.00,5:04,2.80,37.50,2
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Alexa Duncan,Double Trouble,33.30,3,4.00,0.00,37.30,4,0.00,4:58,0.40,37.70,3
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Jennifer Helgren,Rut Row,37.60,7,0.00,0.00,37.60,5,0.00,5:01,1.60,39.20,4
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Laura Edison,Major Tom,38.10,9,4.00,0.00,42.10,9,0.00,5:07,4.00,46.10,5
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Theresa Hubbell,Deciball,37.90,8,4.00,0.00,41.90,8,0.00,5:12,6.00,47.90,6
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Lilly Sharples,Be With Me,33.80,4,4.00,0.00,37.80,6,0.00,5:44,18.80,56.60,7
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Danielle Moore,Tenth Rendition,35.50,6,8.00,0.00,43.50,10,20.00,5:08,4.40,67.90,8
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Julie Worley,FMF Toucan Salute,41.40,11,0.00,0.00,41.40,7,60.00,0:00,R,R,R
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Grace Boni,Rio Grande,35.20,5,0.00,0.00,35.20,3,60.00,0:00,R,R,R
Training Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Madalyn Ellis,Tonka,38.60,10,8.00,RF,RF,RF, ,0:00, , , 
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Lauren Alexander,Excel Star Over The Moon,26.90,1-T,0.00,0.00,26.90,1,0.00,4:58,0.40,27.30,1
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Isabel Brunker,Allia,26.90,1-T,8.00,0.00,34.90,3,0.00,4:32,0.00,34.90,2
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Emily Brooks,Fernhill Cubalawn,26.90,1-T,4.00,0.00,30.90,2,0.00,5:07,4.00,34.90,3
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Kendall  Eaves,Forrest Gump,35.20,7,0.00,0.00,35.20,4,0.00,5:06,3.60,38.80,4
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Katlyn Parker,Bankers Mark ,34.50,6,4.00,3.60,42.10,7,0.00,4:49,0.00,42.10,5
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Emily Cardin,Hacker,32.90,4,4.00,0.00,36.90,5,0.00,5:14,6.80,43.70,6
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Taylor Sherman,FGF Dynasmart,39.80,10,0.00,0.00,39.80,6,0.00,5:13,6.40,46.20,7
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Don Warren,Sunny One,34.30,5,8.00,0.00,42.30,8,0.00,5:16,7.60,49.90,8
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Ashley Dowdy,Scip the Sky,45.50,11,0.00,0.00,45.50,10,0.00,5:18,8.40,53.90,9
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Courtney Cook,ROMEO,37.10,9,8.00,0.00,45.10,9,20.00,5:29,12.80,77.90,10
Training Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Lisa Burch,FGF Slew Z Cowboy,36.20,8,12.00,0.00,48.20,11,0.00,6:26,35.60,83.80,11
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Malin Eriksson,WHF Wilhemina,22.60,1,4.00,0.00,26.60,1,0.00,5:02,0.00,26.60,1
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Elizabeth Zuelke,Tout De Suite,31.20,4,0.00,0.00,31.20,2,0.00,5:13,0.00,31.20,2
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Lisa Chan,Fernhill Picture This ,34.30,9,0.00,0.00,34.30,5,0.00,4:56,0.00,34.30,3
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Lydia Anderson,My Ballyanihan Boy,36.70,11,0.00,0.00,36.70,7,0.00,5:17,0.00,36.70,4
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Grace Glennie,The Wonderful Thing About Tigger ,36.90,12,0.00,0.00,36.90,8,0.00,5:17,0.00,36.90,5
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Bailey Hamilton,Chantilly Lace and a Pretty Face,33.60,8,4.00,0.00,37.60,9,0.00,5:03,0.00,37.60,6
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Donald Kamenz,Jones Player,33.30,7,4.00,0.80,38.10,10,0.00,4:41,2.00,40.10,7
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Samantha Baer,FGF Boundtobespecial,36.20,10,4.00,0.00,40.20,11,0.00,5:22,0.40,40.60,8
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Kari Tankersley,Over the Moon,38.80,13,4.00,0.00,42.80,14,0.00,5:06,0.00,42.80,9
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Mary Carol  Harsch,Theodore alCoda ,31.70,5,4.00,0.00,35.70,6,0.00,5:41,8.00,43.70,10
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Tiffany Stewart,A Touch of Natal,27.40,2,4.00,0.00,31.40,3,0.00,6:03,16.80,48.20,11
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Corinne Brunker,Joy Girl,28.10,3,4.00,0.00,32.10,4,20.00,5:23,0.80,52.90,12
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Callan Littrell,Seeking the Storm ,39.80,14,4.00,0.00,43.80,15,20.00,5:32,4.40,68.20,13
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Kelly Rousey,MajesticView,41.40,15,0.00,0.00,41.40,13,60.00,6:24,25.20,126.60,14
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Kade DeMichiel,Mexicali Leaguer,32.40,6,8.00,0.00,40.40,12,60.00,0:00,R,R,R
Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Riley Terrell,FGF Savings,45.50,16,4.00,0.00,49.50,16,65.00,0:00,RF,RF,RF
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Darci Phelps,Sandro Street,23.60,1,4.00,0.00,27.60,2,0.00,5:00,0.00,27.60,1
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Barbara Warren,Holy City,30.00,3,0.00,0.00,30.00,3,0.00,5:14,0.00,30.00,2
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Lauren Lindsay,FGF Zortec,32.10,5-T,0.00,0.00,32.10,4-T,0.00,4:59,0.00,32.10,3
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Emma Potts,Boomtown II,32.90,7,0.00,0.00,32.90,6,0.00,5:05,0.00,32.90,4
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Anna Hutcheson,F for Fortune,32.10,5-T,0.00,0.00,32.10,4-T,0.00,5:28,2.80,34.90,5
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Grayson Newman,Moves Like Jagger,35.20,9,0.00,0.00,35.20,7,0.00,5:20,0.00,35.20,6
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Kay Burack,Piper,38.60,12,0.00,0.00,38.60,10,0.00,4:40,2.40,41.00,7
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Michelle Miller,Argosy,36.20,10,0.00,0.00,36.20,8,0.00,5:54,13.20,49.40,8
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Jay Culver,Tyson,42.40,15,8.00,0.00,50.40,13,0.00,5:09,0.00,50.40,9
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Katelyn Ross,Midnight Krogh,36.40,11,0.00,0.00,36.40,9,20.00,5:19,0.00,56.40,10
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Isabella Rodwig,Dempsey,26.90,2,0.00,0.00,26.90,1,20.00,5:52,12.40,59.30,11
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Brianna Manning,Me Oh My,39.30,13,8.00,0.00,47.30,12,20.00,4:57,0.00,67.30,12
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Gabriella Palacio,A Horse,41.70,14,0.00,0.00,41.70,11,80.00,0:00,E,E,E
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Susanna Ringler,Tulla,33.10,8,0.00,E,E,E, ,0:00, , , 
Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Richard Moon,Tyrion,31.90,4,8.00,RF,RF,RF, ,0:00, , , 
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Emily Brooks,Lord Darby,27.90,1,0.00,0.00,27.90,1,0.00,4:45,0.40,28.30,1
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Brooke Kahl,Nata Montada SCF,28.10,2,0.00,0.00,28.10,2,0.00,4:42,1.60,29.70,2
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Jacel Galloway,Pied Piper,32.60,4,0.00,0.00,32.60,4,0.00,4:57,0.00,32.60,3
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Don Warren,Slew Baby,34.50,5-T,0.00,0.00,34.50,5-T,0.00,4:53,0.00,34.50,4
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Nick Larkin,Smell the Coffee,36.70,8,0.00,0.00,36.70,7,0.00,5:16,0.00,36.70,5
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Chelsey Sawtell,Cosmic Quest,34.50,5-T,0.00,0.00,34.50,5-T,0.00,5:30,3.60,38.10,6
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Deb Grosenbaugh,Schrodinger's Kitten,39.50,9,0.00,0.00,39.50,8,0.00,5:22,0.40,39.90,7
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Ashley Shoemaker,I.C. London,44.80,10,0.00,0.00,44.80,9,0.00,5:04,0.00,44.80,8
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Nick Larkin,Cellusana Coast Ghost,32.10,3,0.00,0.00,32.10,3,120.00,0:00,E,E,E
Open Novice-A,Pine Top Thanksgiving H.T.(Nov 2020),Sandra McDonald,Dun It Again,35.20,7,8.00,RF,RF,RF, ,0:00, , , 
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Laura Orlowski,St. Benedict,28.60,1,0.00,0.00,28.60,1,0.00,5:00,0.00,28.60,1
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Laura Duhamel,Fate's Patriot,31.20,2,0.00,0.00,31.20,2,0.00,5:09,0.00,31.20,2
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Beth Wheeler,Pippin,34.50,4,0.00,0.00,34.50,3,0.00,5:08,0.00,34.50,3
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Jane Jennings,On Point,32.90,3,4.00,0.00,36.90,5,0.00,4:57,0.00,36.90,4
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Nicole Austin,Annaghmore Beach Boom,34.80,5,0.00,0.00,34.80,4,0.00,5:29,3.20,38.00,5
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Samantha Baer,FGF Crowne Royale,40.70,9,0.00,0.00,40.70,8,0.00,5:02,0.00,40.70,6
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Lexi Freeman,Shock Em All,36.90,7,4.00,0.00,40.90,9,0.00,5:23,0.80,41.70,7
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Angela Machemer,Classic Red,39.50,8,0.00,0.00,39.50,7,0.00,4:38,3.20,42.70,8
Open Novice-B,Pine Top Thanksgiving H.T.(Nov 2020),Keyanna Farken,Big Roar,36.20,6,0.00,2.40,38.60,6,20.00,6:05,17.60,76.20,9
Training / Novice,Pine Top Thanksgiving H.T.(Nov 2020),Drew Cheek,Dexter,39.30,2,0.00,0.00,39.30,1,0.00,5:08,0.00,39.30,1
Training / Novice,Pine Top Thanksgiving H.T.(Nov 2020),Ina Kamenz,Hang Time,37.40,1,8.00,0.00,45.40,3,0.00,5:04,0.00,45.40,2
Training / Novice,Pine Top Thanksgiving H.T.(Nov 2020),Beth Clymer,Ima Iny Too,40.50,3,4.00,0.00,44.50,2,0.00,5:33,4.80,49.30,3
Training / Novice,Pine Top Thanksgiving H.T.(Nov 2020),Erin Pullen,Fibonacci,41.70,4,16.00,0.00,57.70,4,0.00,5:03,0.00,57.70,4
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Nina Braun,Abraxas ,29.20,2,0.00,0.00,29.20,2,0.00,4:52,0.00,29.20,1
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Alexandra Multz,Markham's Moontide,34.40,6,0.00,0.00,34.40,5,0.00,4:40,0.00,34.40,2
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Marla Doran,Miss Tosonna,35.30,8,0.00,0.00,35.30,7,0.00,4:33,0.00,35.30,3
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Ann Schliemann,Salt Air Swagger,32.20,3,4.00,0.00,36.20,9,0.00,4:38,0.00,36.20,4
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Amelia Sheehan,Prince of Kiltealy,35.80,9,0.00,0.00,35.80,8,0.00,5:05,2.00,37.80,5
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Kelsey Drewry,FGF Big Louie D,38.10,10,0.00,0.00,38.10,10,0.00,4:26,0.00,38.10,6
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Sidnee Milner,BeauJeste,39.20,11,0.00,0.00,39.20,11,0.00,4:18,0.00,39.20,7
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Ava Iannamico ,ClockandKey,41.70,13,0.00,0.00,41.70,13,0.00,4:32,0.00,41.70,8
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Anabelle Kurtz,Yes It's Heart (Yeti),43.10,14-T,0.00,0.00,43.10,14,0.00,4:52,0.00,43.10,9
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Yudith Barrera,WHF Waimea,25.80,1,0.00,0.00,25.80,1,20.00,5:00,0.00,45.80,10
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Abigail Goodwin,Valley Creek Carlin LeBeau,32.80,4,0.00,0.00,32.80,3,20.00,4:37,0.00,52.80,11
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Bailey Greer,Black Tie Affair,34.70,7,0.00,0.00,34.70,6,20.00,4:33,0.00,54.70,12
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Audrey Boardman,No ProbLlama,46.40,16,4.00,0.00,50.40,15,0.00,5:19,7.60,58.00,13
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Cathryn Martin,Maroon 5,34.20,5,0.00,0.00,34.20,4,40.00,4:44,0.00,74.20,14
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Lisa Chan,Fleek,40.00,12,0.00,0.00,40.00,12,0.00,0:00,W,W,W
Beginner Novice Rider-A,Pine Top Thanksgiving H.T.(Nov 2020),Madison King,Happy Hour,43.10,14-T,0.00,W,W,W, ,0:00, , , 
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Tiffany Stewart,Crimson Clover,28.90,1,0.00,0.00,28.90,1,0.00,4:34,0.00,28.90,1
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Sidnee Milner,My Valentine,30.60,3,0.00,0.00,30.60,3,0.00,4:16,0.00,30.60,2
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Riley Jones,Senor Santana,30.80,4-T,0.00,0.00,30.80,4-T,0.00,4:36,0.00,30.80,3
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Julia Avila-Guilabert,RedHeadedStepChild,31.90,6,0.00,0.00,31.90,6,0.00,4:23,0.00,31.90,4
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Lorna Aho,BBF Tulips,35.60,8,4.00,0.00,39.60,7,0.00,4:38,0.00,39.60,5
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Kaleigh Childress,A Southern Gentleman,37.80,10,4.00,0.00,41.80,9,0.00,4:26,0.00,41.80,6
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Emma Childress,Mission To Mars,40.00,11,4.00,1.20,45.20,11,0.00,4:55,0.00,45.20,7
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Catherine Purcell,Allegiance,30.80,4-T,0.00,0.00,30.80,4-T,20.00,4:53,0.00,50.80,8
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Jake Tessler,Hallelujah ,34.70,7,8.00,0.00,42.70,10,20.00,4:24,0.00,62.70,9
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Dianna Harmon,Beaulieu's Quixote,29.40,2,0.00,0.00,29.40,2,60.00,7:09,51.60,141.00,10
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Emma Shoemaker,Valkarye,36.10,9,4.00,0.00,40.10,8,0.00,0:00,TE,TE,TE
Beginner Novice Rider-B,Pine Top Thanksgiving H.T.(Nov 2020),Molly McLaughlin,Aaron (CCF Home Run Hank),42.20,12,0.00,W,W,W, ,0:00, , , 
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Erin Flynn Mobley,In Sync,30.30,3,0.00,0.00,30.30,1,0.00,4:36,0.00,30.30,1
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Risa Moon,Tuck,31.40,5,0.00,0.00,31.40,3,0.00,4:33,0.00,31.40,2
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Candace Elizabeth Bell,Full Moon,31.10,4,0.00,0.00,31.10,2,0.00,5:04,1.60,32.70,3
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Phoebe  Scharle ,Schwalbestrum,29.40,2,4.00,0.00,33.40,4,0.00,4:38,0.00,33.40,4
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Mindy Cady,Yukon Johnny,35.00,6,0.00,0.00,35.00,6,0.00,4:27,0.00,35.00,5
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Lauren Lindsay,FGF Border Agent,35.30,7,0.00,0.00,35.30,7,0.00,4:52,0.00,35.30,6
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Madisen Riebock,RedRum RBF,35.80,9,0.00,0.00,35.80,8,0.00,4:34,0.00,35.80,7
Open Beginner Novice,Pine Top Thanksgiving H.T.(Nov 2020),Kay Halbert,Mancini's Code,36.70,10-T,0.00,0.00,36.70,9,0.00,4:48,0.00,36.70,8
